EDDVERSION,CLIENTNAME,SITEAREA,PROGRAM,WorkOrderNo,SUBMISSION,SAMPLINGPROVIDER,SamplerName,SamplingRunID,LOCATIONCODE,LocationDescription,AnalysisPO,LABCODE,LABSAMPLEID,SAMPLETYPE,SUBMITTEDMATRIX,ANALYSISMATRIX,ANALYSISSUBMATRIX,ANALYSISMETHODCATEGORY,ANALYSISMETHOD,SAMPLEDATE,LABREGISTRATIONDATE,AnalysisDate,ANALYSISCOMPLETIONDATE,ParameterCode,PARAMETERNAME,TEST_KEY_CODE,RESULT,Units,POSITIVECONTROL%,SAMPLEVOLUME,SAMPLEVOLUMEUNITS,SAMPLEPROCESSED%,ConfirmedRaw,PresumptiveRaw,PathogenID,LOR,MeasurementOfUncertainty,SURROGATE,RPD,RESULTCOMMENT,RESULTSTATUS,LabCOANo,LabCOADate,LabQAQCNo,LabQAQCDate,ReportComment,SiteComment,"License,"
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,Colilert (2000),Colilert MPN,25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,26/05/2017 11:58,,E COLI(C),W=W-COLILERT/E COLI(C)_V5,52,orgs/100mL,,,,,,,,0,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,DO (Field),Dissolved Oxygen (Field),25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,25/05/2017 15:46,,DISSOLVED OXYGEN,W=F-DO/DISSOLVED OXYGENm_V6,8.74,mg/L,,,,,,,,<0.5,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,DO (Field),Dissolved Oxygen (Field),25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,25/05/2017 15:46,,DO PERCENT,W=F-DO/DO PERCENT_V6,82.6,%,,,,,,,,<5,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,EC (Field),Electrical Conductivity (Field),25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,25/05/2017 15:46,,ELECTRICAL CONDUCTIVITY (FIELD),W=F-EC/ELECTRICAL CONDUCTIVITY (FIELD)u_V5,1700,uS/cm,,,,,,,,<10,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,Gauge,Gauge Height,25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,25/05/2017 15:44,,GAUGE HEIGHT,W=F-GAUGE/GAUGE HEIGHTM_V3,0.15,M,,,,,,,,,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,MS Total Metals,MS Total Metals - Low Level,25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,29/05/2017 11:17,,AS,W=W-MSTOT-L/ASm_V5,<0.001,mg/L,,,,,,,,<0.001,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,MS Total Metals,MS Total Metals - Low Level,25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,29/05/2017 11:17,,CD,W=W-MSTOT-L/CDm_V5,<0.0002,mg/L,,,,,,,,<0.0002,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,MS Total Metals,MS Total Metals - Low Level,25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,29/05/2017 11:17,,CR,W=W-MSTOT-L/CRm_V5,<0.001,mg/L,,,,,,,,<0.001,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,MS Total Metals,MS Total Metals - Low Level,25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,29/05/2017 11:17,,CU,W=W-MSTOT-L/CUm_V5,0.002,mg/L,,,,,,,,<0.001,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,MS Total Metals,MS Total Metals - Low Level,25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,29/05/2017 11:17,,NI,W=W-MSTOT-L/NIm_V5,0.004,mg/L,,,,,,,,<0.001,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,MS Total Metals,MS Total Metals - Low Level,25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,29/05/2017 11:17,,PB,W=W-MSTOT-L/PBm_V5,<0.001,mg/L,,,,,,,,<0.001,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,MS Total Metals,MS Total Metals - Low Level,25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,29/05/2017 11:17,,ZN,W=W-MSTOT-L/ZNm_V5,0.041,mg/L,,,,,,,,<0.001,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,NH3 as N (LL),Ammonia as N (L),25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,30/05/2017 14:02,,AMMONIA_LL,W=W-NH3-LL/AMMONIA_LLm_V2,<0.002,mg N / L,,,,,,,,<0.002,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,NO2 as N (SFA),Nitrite as N,25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,30/05/2017 14:04,,NITRITE,W=W-NO2-L/NITRITEm_V1,0.003,mg N / L,,,,,,,,<0.002,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,NO3 as N (SFA),Nitrate as N,25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,30/05/2017 14:06,,NITRATE,W=W-NO3-L/NITRATEm_V4,0.036,mg N / L,,,,,,,,<0.003,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,pH (Field),pH (Field),25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,25/05/2017 15:44,,PH (FIELD),W=F-PH/PH (FIELD)U_V5,7.9,Units,,,,,,,,,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,Reactive P (LL-F),"Phosphorus, reactive as P (Filtered)",25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,30/05/2017 14:07,,PHOSPHATE_LL_Filt,W=W-PO4-F-L/PHOSPHATE_LL_Filtm_V1,0.02,mg P / L,,,,,,,,<0.003,,N,,,AUTHORISED,,,,,0,,
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,SS at 104+/- 2°C,SS at 104+/- 2°C,25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,26/05/2017 12:33,,SUS SOLIDS,W=W-SLDSS/SUS SOLIDSm_V3,<2,mg/L,,,,,,,,<2,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,Temp (Field),Field Temperature,25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,25/05/2017 15:44,,TEMPERATURE,W=F-TEMP/TEMPERATURE_V5,12.9,°C,,,,,,,,,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,TKN (Calc),TKN (Calculation),25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,31/05/2017 14:14,,TKN_TN_CALC,W=W-TKNTNCAL/TKN_TN_CALCm_V1,0.2,mg/L,,,,,,,,<0.01,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,TN/TP (LL),TN/TP (LL),25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,31/05/2017 12:56,,TN_LL,W=W-TNTP-L/TN_LLm_V1,0.24,mg N / L,,,,,,,,<0.01,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,TN/TP (LL),TN/TP (LL),25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,31/05/2017 12:56,,TOTAL_P_LL,W=W-TNTP-L/TOTAL_P_LLm_V1,0.033,mg P / L,,,,,,,,<0.005,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,Turbidity (Field),Turbidity (Field),25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,25/05/2017 15:46,,TURBIDITY (FIELD),W=F-TURBID/TURBIDITY (FIELD)_V4,2,NTU,,,,,,,,<1,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00161,England,,ALS-MEL,5181626,REG,WATER,WATER,,Water Flow,Water Flow,25/05/2017 9:15,25/05/2017 15:04,25/05/2017 15:04,25/05/2017 15:44,,FLOW(DAY)-MLDAY,W=F-FLOW/FLOW(DAY)-MLDAYM_V5,Low,ML/day,,,,,,,,,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,Colilert (2000),Colilert MPN,25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,26/05/2017 11:58,,E COLI(C),W=W-COLILERT/E COLI(C)_V5,270,orgs/100mL,,,,,,,,0,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,DO (Field),Dissolved Oxygen (Field),25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,25/05/2017 15:46,,DISSOLVED OXYGEN,W=F-DO/DISSOLVED OXYGENm_V6,16.24,mg/L,,,,,,,,<0.5,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,DO (Field),Dissolved Oxygen (Field),25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,25/05/2017 15:46,,DO PERCENT,W=F-DO/DO PERCENT_V6,163.2,%,,,,,,,,<5,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,EC (Field),Electrical Conductivity (Field),25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,25/05/2017 15:46,,ELECTRICAL CONDUCTIVITY (FIELD),W=F-EC/ELECTRICAL CONDUCTIVITY (FIELD)u_V5,350,uS/cm,,,,,,,,<10,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,Gauge,Gauge Height,25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,25/05/2017 15:44,,GAUGE HEIGHT,W=F-GAUGE/GAUGE HEIGHTM_V3,0,M,,,,,,,,,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,MS Total Metals,MS Total Metals - Low Level,25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,29/05/2017 11:17,,AS,W=W-MSTOT-L/ASm_V5,0.006,mg/L,,,,,,,,<0.001,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,MS Total Metals,MS Total Metals - Low Level,25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,29/05/2017 11:17,,CD,W=W-MSTOT-L/CDm_V5,<0.0002,mg/L,,,,,,,,<0.0002,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,MS Total Metals,MS Total Metals - Low Level,25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,29/05/2017 11:17,,CR,W=W-MSTOT-L/CRm_V5,0.001,mg/L,,,,,,,,<0.001,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,MS Total Metals,MS Total Metals - Low Level,25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,29/05/2017 11:17,,CU,W=W-MSTOT-L/CUm_V5,0.005,mg/L,,,,,,,,<0.001,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,MS Total Metals,MS Total Metals - Low Level,25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,29/05/2017 11:17,,NI,W=W-MSTOT-L/NIm_V5,0.004,mg/L,,,,,,,,<0.001,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,MS Total Metals,MS Total Metals - Low Level,25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,29/05/2017 11:17,,PB,W=W-MSTOT-L/PBm_V5,0.002,mg/L,,,,,,,,<0.001,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,MS Total Metals,MS Total Metals - Low Level,25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,29/05/2017 11:17,,ZN,W=W-MSTOT-L/ZNm_V5,0.06,mg/L,,,,,,,,<0.001,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,NH3 as N (LL),Ammonia as N (L),25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,30/05/2017 14:02,,AMMONIA_LL,W=W-NH3-LL/AMMONIA_LLm_V2,<0.002,mg N / L,,,,,,,,<0.002,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,NO2 as N (SFA),Nitrite as N,25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,30/05/2017 14:04,,NITRITE,W=W-NO2-L/NITRITEm_V1,0.003,mg N / L,,,,,,,,<0.002,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,NO3 as N (SFA),Nitrate as N,25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,30/05/2017 14:06,,NITRATE,W=W-NO3-L/NITRATEm_V4,<0.003,mg N / L,,,,,,,,<0.003,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,pH,pH,25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,26/05/2017 15:21,,PH,W=W-PH/PHU_V3,8.9,Units,,,,,,,,,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,pH (Field),pH (Field),25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,25/05/2017 15:44,,PH (FIELD),W=F-PH/PH (FIELD)U_V5,9.1,Units,,,,,,,,,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,Reactive P (LL-F),"Phosphorus, reactive as P (Filtered)",25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,30/05/2017 14:07,,PHOSPHATE_LL_Filt,W=W-PO4-F-L/PHOSPHATE_LL_Filtm_V1,0.42,mg P / L,,,,,,,,<0.003,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,SS at 104+/- 2°C,SS at 104+/- 2°C,25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,26/05/2017 12:33,,SUS SOLIDS,W=W-SLDSS/SUS SOLIDSm_V3,6,mg/L,,,,,,,,<2,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,Temp (Field),Field Temperature,25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,25/05/2017 15:44,,TEMPERATURE,W=F-TEMP/TEMPERATURE_V5,16.2,°C,,,,,,,,,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,TKN (Calc),TKN (Calculation),25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,31/05/2017 14:14,,TKN_TN_CALC,W=W-TKNTNCAL/TKN_TN_CALCm_V1,0.29,mg/L,,,,,,,,<0.01,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,TN/TP (LL),TN/TP (LL),25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,31/05/2017 12:56,,TN_LL,W=W-TNTP-L/TN_LLm_V1,0.29,mg N / L,,,,,,,,<0.01,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,TN/TP (LL),TN/TP (LL),25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,31/05/2017 12:56,,TOTAL_P_LL,W=W-TNTP-L/TOTAL_P_LLm_V1,0.47,mg P / L,,,,,,,,<0.005,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,Turbidity (Field),Turbidity (Field),25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,25/05/2017 15:46,,TURBIDITY (FIELD),W=F-TURBID/TURBIDITY (FIELD)_V4,6,NTU,,,,,,,,<1,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00160,England,,ALS-MEL,5181627,REG,WATER,WATER,,Water Flow,Water Flow,25/05/2017 12:15,25/05/2017 15:04,25/05/2017 15:04,25/05/2017 15:44,,FLOW(DAY)-MLDAY,W=F-FLOW/FLOW(DAY)-MLDAYM_V5,Very Low,ML/day,,,,,,,,,,N,,,AUTHORISED,,,,,0,DO reading high. Checked by sampler,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00159,England,,ALS-MEL,5181628,REG,WATER,WATER,,Water Flow,Water Flow,25/05/2017 9:40,25/05/2017 15:38,25/05/2017 15:38,25/05/2017 15:44,,FLOW(DAY)-MLDAY,W=F-FLOW/FLOW(DAY)-MLDAYM_V5,0,ML/day,,,,,,,,,,N,,,AUTHORISED,,,,,0,No access,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00158,England,,ALS-MEL,5181629,REG,WATER,WATER,,Colilert (2000),Colilert MPN,25/05/2017 11:30,25/05/2017 15:04,25/05/2017 15:04,26/05/2017 11:58,,E COLI(C),W=W-COLILERT/E COLI(C)_V5,160,orgs/100mL,,,,,,,,0,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00158,England,,ALS-MEL,5181629,REG,WATER,WATER,,DO (Field),Dissolved Oxygen (Field),25/05/2017 11:30,25/05/2017 15:04,25/05/2017 15:04,25/05/2017 15:46,,DISSOLVED OXYGEN,W=F-DO/DISSOLVED OXYGENm_V6,3.33,mg/L,,,,,,,,<0.5,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00158,England,,ALS-MEL,5181629,REG,WATER,WATER,,DO (Field),Dissolved Oxygen (Field),25/05/2017 11:30,25/05/2017 15:04,25/05/2017 15:04,25/05/2017 15:46,,DO PERCENT,W=F-DO/DO PERCENT_V6,31.8,%,,,,,,,,<5,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00158,England,,ALS-MEL,5181629,REG,WATER,WATER,,EC (Field),Electrical Conductivity (Field),25/05/2017 11:30,25/05/2017 15:04,25/05/2017 15:04,25/05/2017 15:46,,ELECTRICAL CONDUCTIVITY (FIELD),W=F-EC/ELECTRICAL CONDUCTIVITY (FIELD)u_V5,4300,uS/cm,,,,,,,,<10,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00158,England,,ALS-MEL,5181629,REG,WATER,WATER,,Gauge,Gauge Height,25/05/2017 11:30,25/05/2017 15:04,25/05/2017 15:04,25/05/2017 15:44,,GAUGE HEIGHT,W=F-GAUGE/GAUGE HEIGHTM_V3,NR,M,,,,,,,,,,N,,NREQ,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00158,England,,ALS-MEL,5181629,REG,WATER,WATER,,MS Total Metals,MS Total Metals - Low Level,25/05/2017 11:30,25/05/2017 15:04,25/05/2017 15:04,29/05/2017 11:17,,AS,W=W-MSTOT-L/ASm_V5,0.003,mg/L,,,,,,,,<0.001,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00158,England,,ALS-MEL,5181629,REG,WATER,WATER,,MS Total Metals,MS Total Metals - Low Level,25/05/2017 11:30,25/05/2017 15:04,25/05/2017 15:04,29/05/2017 11:17,,CD,W=W-MSTOT-L/CDm_V5,<0.0002,mg/L,,,,,,,,<0.0002,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00158,England,,ALS-MEL,5181629,REG,WATER,WATER,,MS Total Metals,MS Total Metals - Low Level,25/05/2017 11:30,25/05/2017 15:04,25/05/2017 15:04,29/05/2017 11:17,,CR,W=W-MSTOT-L/CRm_V5,<0.001,mg/L,,,,,,,,<0.001,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00158,England,,ALS-MEL,5181629,REG,WATER,WATER,,MS Total Metals,MS Total Metals - Low Level,25/05/2017 11:30,25/05/2017 15:04,25/05/2017 15:04,29/05/2017 11:17,,CU,W=W-MSTOT-L/CUm_V5,0.002,mg/L,,,,,,,,<0.001,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00158,England,,ALS-MEL,5181629,REG,WATER,WATER,,MS Total Metals,MS Total Metals - Low Level,25/05/2017 11:30,25/05/2017 15:04,25/05/2017 15:04,29/05/2017 11:17,,NI,W=W-MSTOT-L/NIm_V5,0.009,mg/L,,,,,,,,<0.001,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00158,England,,ALS-MEL,5181629,REG,WATER,WATER,,MS Total Metals,MS Total Metals - Low Level,25/05/2017 11:30,25/05/2017 15:04,25/05/2017 15:04,29/05/2017 11:17,,PB,W=W-MSTOT-L/PBm_V5,0.001,mg/L,,,,,,,,<0.001,,N,,,AUTHORISED,,,,,0,,","
3,Bobby,MW-W&E,STREAMWAT,,17-20229,ALS WRG,Anonymous,,SPT00158,England,,ALS-MEL,5181629,REG,WATER,WATER,,MS Total Metals,MS Total Metals - Low Level,25/05/2017 11:30,25/05/2017 15:04,25/05/2017 15:04,29/05/2017 11:17,,ZN,W=W-MSTOT-L/ZNm_V5,0.086,mg/L,,,,,,,,<0.001,,N,,,AUTHORISED,,,,,0,,","
